gene_symbol	missing_fields	route	safety_gate	recommended_action
SPRR3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRR4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRTN	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRY1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRY2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRY3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRY4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRYD3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRYD4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPRYD7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPSB1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPSB2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPSB3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPSB4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPTA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPTAN1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPTB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPTBN1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPTBN2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPTBN4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPTBN5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPTLC1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPTLC1P1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPTLC2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPTLC3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPTSSA	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPTSSB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPTY2D1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPX	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SPZ1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SQLE	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SQLE-DT	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SQOR	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SQRDL	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SQSTM1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRBD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRC	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRCAP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRCAP-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRCIN1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRD5A1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRD5A2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRD5A3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRD5A3-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SREBF1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SREBF2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SREK1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SREK1IP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRF	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRFBP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRGAP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRGAP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRGAP2B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRGAP2C	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRGAP3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRGN	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRI	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRL	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRM	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRMS	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRP14	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRP14-DT	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRP14P2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRP19	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRP54	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRP68	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRP72	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRP72P2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRP9	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRPK1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRPK2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRPK3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRPRA	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRPRB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRPX	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRPX2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRR	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRRD	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRRM1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRRM1P1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRRM2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRRM2-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRRM3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRRM4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRRM5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRRT	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRSF1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRSF10	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRSF11	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRSF12	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRSF2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRSF3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRSF4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRSF5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRSF6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRSF7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRSF8	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRSF9	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRXN1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SRY	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SS18	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SS18L1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SS18L2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSBP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSBP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSBP3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSBP3-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSBP4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSC4D	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSC5D	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSFA2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSH1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSH2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSH3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSMEM1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSNA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSPN	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSPO	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSPOP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSR1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSR2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSR3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSR4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSR4P1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSRP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSSCA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SST	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSTR1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSTR2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSTR3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSTR4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSTR5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSTR5-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
SSU72	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
